#time, Lng[]
15.2001,-32.0292
15.3001,-32.0281
15.4001,-32.0269
15.5001,-32.0258
15.6001,-32.0247
15.7001,-32.0235
15.8001,-32.0224
15.9001,-32.0213
16.0001,-32.0202
16.1001,-32.019
16.2001,-32.0179
16.3001,-32.0168
16.4001,-32.0157
16.5001,-31.7134
16.6001,-31.7123
16.7001,-31.7112
16.8001,-31.7101
16.9001,-31.709
17.0001,-31.7078
17.1001,-31.3815
17.2001,-31.3804
17.3001,-31.3793
17.4001,-31.3782
17.5001,-31.3771
17.6001,-31.376
17.7001,-31.7001
17.8001,-31.699
17.9001,-31.6979
18.0001,-31.3717
18.1001,-31.3706
18.2001,-31.3695
18.3001,-31.3684
18.4001,-31.3673
18.5001,-31.3662
18.6001,-31.3652
18.7001,-31.3641
18.8001,-31.363
18.9001,-31.3619
19.0001,-31.3608
19.1001,-31.3597
19.2001,-31.3586
19.3001,-31.6824
19.4001,-31.6813
19.5001,-31.6802
19.6001,-31.3543
19.7001,-31.3532
19.8001,-31.3521
19.9001,-31.351
20.0001,-31.3499
20.1001,-31.3489
20.2001,-31.3478
20.3001,-31.3467
20.4001,-31.3456
20.5001,-31.3445
20.6001,-31.3434
20.7001,-31.3423
20.8001,-31.3412
20.9001,-31.3402
21.0001,-31.6636
21.1001,-31.6625
21.2001,-31.6614
21.3001,-31.6602
21.4001,-31.3347
21.5001,-31.3336
21.6001,-31.3326
21.7001,-31.3315
21.8001,-31.3304
21.9001,-31.3293
22.0001,-31.6525
22.1001,-31.6514
22.2001,-31.6503
22.3001,-31.6492
22.4001,-31.3239
22.5001,-31.647
22.6001,-31.6459
22.7001,-31.3206
22.8001,-31.3195
22.9001,-31.3184
23.0001,-31.3174
23.1001,-31.3163
23.2001,-31.0077
23.3001,-31.3141
23.4001,-31.313
23.5001,-31.3119
23.6001,-31.3108
23.7001,-31.3098
23.8001,-31.0013
23.9001,-31.0002
24.0001,-30.9992
24.1001,-30.9981
24.2001,-30.997
24.3001,-30.996
24.4001,-30.9949
24.5001,-30.6895
24.6001,-30.6885
24.7001,-30.6875
24.8001,-30.9906
24.9001,-30.6854
25.0001,-30.6843
25.1001,-30.6833
25.2001,-30.6822
25.3001,-30.6812
25.4001,-30.6801
25.5001,-30.6791
25.6001,-30.678
25.7001,-30.677
25.8001,-30.6759
25.9001,-30.9789
26.0001,-30.6738
26.1001,-30.6728
26.2001,-30.9757
26.3001,-30.9746
26.4001,-30.9736
26.5001,-30.1395
26.6001,-30.1384
26.7001,-30.4015
26.8001,-30.4005
26.9001,-30.3995
27.0001,-30.3985
27.1001,-30.3974
27.2001,-30.685
27.3001,-30.6839
27.4001,-30.6829
27.5001,-30.6818
27.6001,-30.6808
27.7001,-30.6798
27.8001,-30.6787
27.9001,-30.6777
28.0001,-30.6766
28.1001,-30.6756
28.2001,-30.6745
28.3001,-30.9533
28.4001,-30.6724
28.5001,-30.6714
28.6001,-30.6703
28.7001,-30.6693
28.8001,-30.6682
28.9001,-30.6672
29.0001,-30.6661
29.1001,-30.9448
29.2001,-30.9437
29.3001,-30.663
29.4001,-30.6619
29.5001,-30.6609
29.6001,-30.6598
29.7001,-30.9384
29.8001,-30.9373
29.9001,-30.9363
30.0001,-30.9352
30.1001,-30.9341
30.2001,-30.9331
30.3001,-30.6525
30.4001,-30.9309
30.5001,-30.9299
30.6001,-30.9288
30.7001,-30.9277
30.8001,-30.9267
30.9001,-30.9256
31.0001,-30.9246
31.1001,-30.9235
31.2001,-30.9224
31.3001,-30.9214
31.4001,-30.9203
31.5001,-30.9192
31.6001,-30.9182
31.7001,-30.9171
31.8001,-30.916
31.9001,-30.915
32.0001,-30.9139
32.1001,-30.9128
32.2001,-30.9118
32.3001,-30.9107
32.4001,-30.9096
32.5001,-30.9086
32.6001,-31.1891
32.7001,-31.4612
32.8001,-31.4601
32.9001,-31.459
33.0001,-31.4579
33.1001,-31.4568
33.2001,-31.4557
33.3001,-31.7196
33.4001,-31.7185
33.5001,-31.4524
33.6001,-31.4513
33.7001,-31.7151
33.8001,-31.714
33.9001,-31.448
34.0001,-31.4262
34.1001,-31.4251
34.2001,-31.424
34.3001,-31.4229
34.4001,-31.4425
34.5001,-31.4414
34.6001,-31.4403
34.7001,-31.4392
34.8001,-31.4381
34.9001,-31.437
35.0001,-31.4359
35.1001,-31.4348
35.2001,-31.4337
35.3001,-31.4326
35.4001,-31.4315
35.5001,-31.4304
35.6001,-31.4293
35.7001,-31.4282
35.8001,-31.1545
35.9001,-31.1534
36.0001,-31.1524
36.1001,-31.4238
36.2001,-31.1502
36.3001,-31.4216
36.4001,-31.4205
36.5001,-31.4195
36.6001,-31.4184
36.7001,-31.4173
36.8001,-31.4162
36.9001,-31.4151
37.0001,-31.414
37.1001,-31.4129
37.2001,-31.4118
37.3001,-31.4107
37.4001,-31.4096
37.5001,-31.4085
37.6001,-31.4074
37.7001,-31.4063
37.8001,-31.4052
37.9001,-31.4041
38.0001,-31.1201
38.1001,-31.119
38.2001,-31.4008
38.3001,-31.1169
38.4001,-31.1158
38.5001,-31.1147
38.6001,-31.1136
38.7001,-31.3747
38.8001,-31.3736
38.9001,-31.3725
39.0001,-31.3714
39.1001,-31.3703
39.2001,-31.6538
39.3001,-31.3681
39.4001,-31.6516
39.5001,-31.3659
39.6001,-31.3648
39.7001,-31.6482
39.8001,-31.6471
39.9001,-31.646
40.0001,-31.3604
40.1001,-31.3593
40.2001,-10.9883
40.3001,-10.987
40.4001,-10.8027
40.5001,-10.8014
40.6001,-10.8
40.7001,-10.7987
40.8001,-10.7973
40.9001,-10.2948
41.0001,-10.2935
41.1001,-10.2922
41.2001,-10.2908
41.3001,-10.2895
41.4001,-10.2881
41.5001,-10.7878
41.6001,-10.7865
41.7001,-10.7851
41.8001,-10.7838
41.9001,-10.7824
42.0001,-10.7811
42.1001,-10.7797
42.2001,-10.7784
42.3001,-10.777
42.4001,-10.7757
42.5001,-10.7743
42.6001,-10.9564
42.7001,-10.9551
42.8001,-10.9538
42.9001,-10.7689
43.0001,-10.0298
43.1001,-10.0284
43.2001,11.6424
43.3001,11.6424
43.4001,11.6424
43.5001,11.6424
43.6001,11.6424
43.7001,11.6445
43.8001,11.6445
43.9001,11.6445
44.0001,11.6445
44.1001,11.6445
44.2001,11.6445
44.3001,11.6445
44.4001,11.6445
44.5001,11.6445
44.6001,11.6445
44.7001,11.6445
44.8001,11.6445
44.9001,11.6445
45.0001,11.6445
45.1001,11.6445
45.2001,11.6445
45.3001,11.6445
45.4001,11.6445
45.5001,11.6445
45.6001,11.6445
45.7001,11.6445
45.8001,11.6445
45.9001,11.6445
46.0001,11.6445
46.1001,11.6445
46.2001,11.6445
46.3001,11.6445
46.4001,11.6445
46.5001,11.6445
46.6001,11.6445
46.7001,11.6445
46.8001,11.6445
46.9001,11.6445
47.0001,11.6445
47.1001,11.6445
47.2001,11.6445
47.3001,11.6445
47.4001,11.6445
47.5001,11.6445
47.6001,11.6445
47.7001,11.6445
47.8001,11.6445
47.9001,11.6445
48.0001,11.6445
48.1001,11.6445
48.2001,11.6445
48.3001,11.6445
48.4001,11.6445
48.5001,11.6445
48.6001,11.6445
48.7001,11.6445
48.8001,11.6445
48.9001,11.6445
49.0001,11.6445
49.1001,11.6445
49.2001,11.6445
49.3001,11.6445
49.4001,11.6445
49.5001,11.6445
49.6001,11.6445
49.7001,11.6445
49.8001,11.6445
49.9001,11.6445
50.0001,11.6445
50.1001,11.6445
50.2001,11.6445
50.3001,11.6445
50.4001,11.6445
50.5001,11.6445
50.6001,11.6445
50.7001,11.6445
50.8001,11.6445
50.9001,11.6445
51.0001,11.6445
51.1001,11.6445
51.2001,11.6445
51.3001,11.6445
51.4001,11.6445
51.5001,11.6445
51.6001,11.6445
51.7001,11.6445
51.8001,11.6445
51.9001,11.6445
52.0001,11.6445
52.1001,11.6445
52.2001,11.6445
52.3001,11.6445
52.4001,11.6445
52.5001,11.6445
52.6001,11.6445
52.7001,11.6445
52.8001,11.6445
52.9001,11.6445
53.0001,11.6445
53.1001,11.6445
53.2001,11.6445
53.3001,11.6445
53.4001,11.6445
53.5001,11.6445
53.6001,11.6445
53.7001,11.6445
53.8001,11.6445
53.9001,11.6445
54.0001,11.6445
54.1001,11.6445
54.2001,11.6445
54.3001,11.6445
54.4001,11.6445
54.5001,11.6445
54.6001,11.6445
54.7001,11.6445
54.8001,11.6445
54.9001,11.6445
55.0001,11.6445
55.1001,11.6445
55.2001,11.6445
55.3001,11.6445
55.4001,11.6445
55.5001,11.6445
55.6001,11.6445
55.7001,11.6445
55.8001,11.6445
55.9001,11.6445
56.0001,11.6445
56.1001,11.6445
56.2001,11.6445
56.3001,11.6445
56.4001,11.6445
56.5001,11.6445
56.6001,11.6445
56.7001,11.6445
56.8001,11.6445
56.9001,11.6445
57.0001,11.6445
57.1001,11.6445
57.2001,11.6445
57.3001,11.6445
57.4001,11.6445
57.5001,11.6445
57.6001,11.6445
57.7001,11.6445
57.8001,11.6445
57.9001,11.6445
58.0001,11.6445
58.1001,11.6445
58.2001,11.6445
58.3001,11.6445
58.4001,11.6445
58.5001,11.6445
58.6001,11.6445
58.7001,11.6445
58.8001,11.6445
58.9001,11.6445
59.0001,11.6445
59.1001,11.6445
59.2001,11.6445
59.3001,11.6445
59.4001,11.6445
59.5001,11.6445
59.6001,11.6445
59.7001,11.6445
59.8001,11.6445
59.9001,11.6445
60.0001,11.6445
60.1001,11.6445
60.2001,11.6445
60.3001,11.6445
60.4001,11.6445
60.5001,11.6445
60.6001,11.6445
60.7001,11.6445
60.8001,11.6445
60.9001,11.6445
61.0001,11.6445
61.1001,11.6445
61.2001,11.6445
61.3001,11.6445
61.4001,11.6445
61.5001,11.6445
61.6001,11.6445
61.7001,11.6445
61.8001,11.6445
61.9001,11.6445
62.0001,11.6445
62.1001,11.6445
62.2001,11.6445
62.3001,11.6445
62.4001,11.6445
62.5001,11.6445
62.6001,11.6445
62.7001,11.6445
62.8001,11.6445
62.9001,11.6445
63.0001,11.6445
63.1001,11.6445
63.2001,11.6445
63.3001,11.6445
63.4001,11.6445
63.5001,11.6445
63.6001,11.6445
63.7001,11.6445
63.8001,11.6445
63.9001,11.6445
64.0001,11.6445
64.1001,11.6445
64.2001,11.6445
64.3001,11.6445
64.4001,11.6445
64.5001,11.6445
64.6001,11.6445
64.7001,11.6445
64.8001,11.6445
64.9001,11.6445
65.0001,11.6445
65.1001,11.6445
65.2001,11.6445
65.3001,11.6445
65.4001,11.6445
65.5001,11.6445
65.6001,11.6445
65.7001,11.6445
65.8001,11.6445
65.9001,11.6445
66.0001,11.6445
66.1001,11.6445
66.2001,11.6445
66.3001,11.6445
66.4001,11.6445
66.5001,11.6445
66.6001,11.6445
66.7001,11.6445
66.8001,11.6445
66.9001,11.6445
67.0001,11.6445
67.1001,11.6445
67.2001,11.6445
67.3001,11.6445
67.4001,11.6445
67.5001,11.6445
67.6001,11.6445
67.7001,11.6445
67.8001,11.6445
67.9001,11.6445
68.0001,11.6445
68.1001,11.6445
68.2001,11.6445
68.3001,11.6445
68.4001,11.6445
68.5001,11.6445
68.6001,11.6445
68.7001,11.6445
68.8001,11.6445
68.9001,11.6445
69.0001,11.6445
69.1001,11.6445
69.2001,11.6445
69.3001,11.6445
69.4001,11.6445
69.5001,11.6445
69.6001,11.6445
69.7001,11.6445
69.8001,11.6445
69.9001,11.6445
70.0001,11.6445
70.1001,11.6445
70.2001,11.6445
70.3001,11.6445
70.4001,11.6445
70.5001,11.6445
70.6001,11.6445
70.7001,11.6445
70.8001,11.6445
70.9001,11.6445
71.0001,11.6445
71.1001,11.6445
71.2001,11.6445
71.3001,11.6445
71.4001,11.6445
71.5001,11.6445
71.6001,11.6445
71.7001,11.6445
71.8001,11.6445
71.9001,11.6445
72.0001,11.6445
72.1001,11.6445
72.2001,11.6445
72.3001,11.6445
72.4001,11.6445
72.5001,11.6445
72.6001,11.6445
72.7001,11.6445
72.8001,11.6445
72.9001,11.6445
73.0001,11.6445
73.1001,11.6445
73.2001,11.6445
73.3001,11.6445
73.4001,11.6445
73.5001,11.6445
73.6001,11.6445
73.7001,11.6445
73.8001,11.6445
73.9001,11.6445
74.0001,11.6445
74.1001,11.6445
74.2001,11.6445
74.3001,11.6445
74.4001,11.6445
74.5001,11.6445
74.6001,11.6445
74.7001,11.6445
74.8001,11.6445
74.9001,11.6445
75.0001,11.6445
75.1001,11.6445
75.2001,11.6445
75.3001,11.6445
75.4001,11.6445
75.5001,11.6445
75.6001,11.6445
75.7001,11.6445
75.8001,11.6445
75.9001,11.6445
76.0001,11.6445
76.1001,11.6445
76.2001,11.6445
76.3001,11.6445
76.4001,11.6445
76.5001,11.6445
76.6001,11.6445
76.7001,11.6445
76.8001,11.6445
76.9001,11.6445
77.0001,11.6445
77.1001,11.6445
77.2001,11.6445
77.3001,11.6445
77.4001,11.6445
77.5001,11.6445
77.6001,11.6445
77.7001,11.6445
77.8001,11.6445
77.9001,11.6445
78.0001,11.6445
78.1001,11.6445
78.2001,11.6445
78.3001,11.6445
78.4001,11.6445
78.5001,11.6445
78.6001,11.6445
78.7001,11.6445
78.8001,11.6445
78.9001,11.6445
79.0001,11.6445
79.1001,11.6445
79.2001,11.6445
79.3001,11.6445
79.4001,11.6445
79.5001,11.6445
79.6001,11.6445
79.7001,11.6445
79.8001,11.6445
79.9001,11.6445
80.0001,11.6445
80.1001,11.6445
80.2001,11.6445
80.3001,11.6445
80.4001,11.6445
80.5001,11.6445
80.6001,11.6445
80.7001,11.6445
80.8001,11.6445
80.9001,11.6445
81.0001,11.6445
81.1001,11.6445
81.2001,11.6445
81.3001,11.6445
81.4001,11.6445
81.5001,11.6445
81.6001,11.6445
81.7001,11.6445
81.8001,11.6445
181.947,11.6445
182.147,11.6445
182.347,11.6445
182.547,11.6445
182.747,11.6445
182.947,11.6445
183.147,11.6445
183.347,11.6445
183.547,11.6445
183.747,11.6445
183.946,11.6445
184.147,11.6445
184.347,11.6445
184.547,11.6445
184.747,11.6445
184.947,11.6445
185.147,11.6445
185.347,11.6445
185.547,11.6445
185.747,11.6445
185.947,11.6445
186.147,11.6445
186.347,11.6445
186.547,11.6445
186.747,11.6445
186.947,11.6445
187.147,11.6445
187.346,11.6445
187.547,11.6445
187.746,11.6445
187.947,11.6445
188.147,11.6445
188.347,11.6445
188.547,11.6445
188.747,11.6445
188.947,11.6445
189.147,11.6445
189.347,11.6445
189.547,11.6445
189.747,11.6445
189.947,11.6445
190.147,11.6445
190.347,11.6445
190.547,11.6445
190.747,11.6445
190.947,11.6445
191.147,11.6445
191.346,11.6445
191.546,11.6445
191.746,11.6445
191.946,11.6445
192.147,11.6445
192.347,11.6445
192.546,11.6445
192.747,11.6445
192.947,11.6445
193.147,11.6445
193.347,11.6445
193.547,11.6445
193.747,11.6445
193.947,11.6445
194.147,11.6445
194.347,11.6445
194.547,11.6445
194.747,11.6445
194.947,11.6445
195.147,11.6445
195.347,11.6445
195.547,11.6445
195.747,11.6445
195.947,11.6445
196.147,11.6445
196.347,11.6445
196.547,11.6445
196.747,11.6445
196.946,11.6445
197.147,11.6445
197.347,11.6445
197.547,11.6445
197.747,11.6445
197.947,11.6445
198.147,11.6445
198.347,11.6445
198.547,11.6445
198.747,11.6445
198.947,11.6445
199.147,11.6445
199.347,11.6445
199.547,11.6445
199.747,11.6445
199.947,11.6445
200.147,11.6445
200.347,11.6445
200.547,11.6445
200.747,11.6445
200.947,11.6445
201.147,11.6445
201.347,11.6445
201.547,11.6445
201.747,11.6445
201.947,11.6445
202.147,11.6445
202.347,11.6445
202.547,11.6445
202.747,11.6445
202.947,11.6445
203.147,11.6445
203.347,11.6445
203.547,11.6445
203.747,11.6445
203.947,11.6445
204.147,11.6445
204.347,11.6445
204.547,11.6445
204.747,11.6445
204.947,11.6445
205.147,11.6445
205.347,11.6445
205.547,11.6445
205.747,11.6445
205.947,11.6445
206.147,11.6445
206.347,11.6445
206.547,11.6445
206.747,11.6445
206.947,11.6445
207.147,11.6445
207.346,11.6445
207.547,11.6445
207.747,11.6445
207.947,11.6445
208.147,11.6445
208.347,11.6445
208.547,11.6445
208.747,11.6445
208.947,11.6445
209.147,11.6445
209.347,11.6445
209.547,11.6445
209.747,11.6445
209.947,11.6445
210.147,11.6445
210.347,11.6445
210.547,11.6445
210.747,11.6445
210.947,11.6445
211.147,11.6445
211.347,11.6445
211.547,11.6445
211.747,11.6445
211.947,11.6445
212.147,11.6445
212.347,11.6445
212.547,11.6445
212.747,11.6445
212.947,11.6445
213.147,11.6445
213.347,11.6445
213.547,11.6445
213.747,11.6445
213.947,11.6445
214.147,11.6445
214.347,11.6445
214.547,11.6445
214.747,11.6445
214.947,11.6445
215.147,11.6445
215.347,11.6445
215.547,11.6445
215.747,11.6445
215.947,11.6445
216.147,11.6445
216.347,11.6445
216.547,11.6445
216.747,11.6445
216.947,11.6445
217.147,11.6445
217.347,11.6445
217.547,11.6445
217.747,11.6445
217.947,11.6445
218.147,11.6445
218.347,11.6445
218.547,11.6445
218.747,11.6445
218.947,11.6445
219.147,11.6445
219.347,11.6445
219.547,11.6445
219.747,11.6445
219.947,11.6445
220.147,11.6445
220.347,11.6445
220.547,11.6445
220.747,11.6445
220.947,11.6445
221.147,11.6445
221.347,11.6445
221.547,11.6445
221.747,11.6445
221.947,11.6445
222.147,11.6445
222.347,11.6445
222.547,11.6445
222.747,11.6445
222.947,11.6445
223.147,11.6445
223.347,11.6445
223.547,11.6445
223.747,11.6445
223.947,11.6445
224.147,11.6445
224.347,11.6445
224.547,11.6445
224.747,11.6445
224.947,11.6445
225.147,11.6445
225.347,11.6445
225.547,11.6445
225.747,11.6445
225.947,11.6445
226.147,11.6445
226.347,11.6445
226.547,11.6445
226.747,11.6445
226.947,11.6445
227.147,11.6445
227.347,11.6445
227.547,11.6445
227.747,11.6445
227.947,11.6445
228.147,11.6445
228.347,11.6445
228.547,11.6445
228.747,11.6445
228.947,11.6445
229.147,11.6445
229.347,11.6445
229.547,11.6445
229.747,11.6445
229.947,11.6445
230.147,11.6445
230.347,11.6445
230.547,11.6445
230.747,11.6445
230.947,11.6445
231.147,11.6445
231.347,11.6445
231.547,11.6445
231.747,11.6445
231.947,11.6445
232.147,11.6445
232.347,11.6445
232.547,11.6445
232.747,11.6445
232.947,11.6445
233.147,11.6445
233.347,11.6445
233.547,11.6445
233.747,11.6445
233.947,11.6445
234.147,11.6445
234.347,11.6445
234.547,11.6445
234.747,11.6445
234.947,11.6445
235.147,11.6445
235.347,11.6445
235.547,11.6445
235.747,11.6445
235.947,11.6445
236.147,11.6445
236.347,11.6445
236.547,11.6445
236.747,11.6445
236.947,11.6445
237.147,11.6445
237.347,11.6445
237.547,11.6445
237.747,11.6445
237.947,11.6445
238.147,11.6445
238.347,11.6445
238.547,11.6445
238.747,11.6445
238.947,11.6445
239.147,11.6445
239.347,11.6445
239.547,11.6445
239.747,11.6445
239.947,11.6445
240.147,11.6445
240.347,11.6445
240.547,11.6445
240.747,11.6445
240.947,11.6445
241.147,11.6445
241.347,11.6445
241.547,11.6445
241.747,11.6445
241.947,11.6445
242.147,11.6445
242.347,11.6445
242.547,11.6445
242.747,11.6445
242.947,11.6445
243.147,11.6445
243.347,11.6445
243.547,11.6445
243.747,11.6445
243.947,11.6445
244.147,11.6445
244.347,11.6445
244.547,11.6445
244.747,11.6445
244.947,11.6445
245.147,11.6445
245.347,11.6445
245.547,11.6445
245.747,11.6445
245.947,11.6445
246.147,11.6445
246.347,11.6445
246.547,11.6445
246.747,11.6445
246.947,11.6445
247.147,11.6445
247.347,11.6445
247.547,11.6445
247.747,11.6445
247.947,11.6445
248.147,11.6445
248.347,11.6445
248.547,11.6445
248.747,11.6445
248.947,11.6445
249.147,11.6445
249.347,11.6445
249.547,11.6445
249.747,11.6445
249.947,11.6445
250.147,11.6445
250.347,11.6445
250.547,11.6445
250.747,11.6445
250.947,11.6445
251.147,11.6445
251.347,11.6445
251.547,11.6445
251.747,11.6445
251.947,11.6445
252.147,11.6445
252.347,11.6445
252.547,11.6445
252.747,11.6445
252.947,11.6445
253.147,11.6445
253.347,11.6445
253.547,11.6445
253.747,11.6445
253.947,11.6445
254.147,11.6445
254.347,11.6445
254.547,11.6445
254.747,11.6445
254.947,11.6445
255.147,11.6445
255.347,11.6444
255.547,11.6444
255.747,11.6444
255.947,11.6444
256.147,11.6444
256.347,11.6444
256.547,11.6444
256.747,11.6444
256.947,11.6444
257.147,11.6444
257.347,11.6444
257.547,11.6444
257.747,11.6444
257.947,11.6444
258.147,11.6444
258.347,11.6444
258.547,11.6444
258.747,11.6444
258.947,11.6444
259.147,11.6444
259.347,11.6444
259.547,11.6444
259.747,11.6444
259.947,11.6444
260.147,11.6444
260.347,11.6443
260.547,11.6443
260.747,11.6443
260.947,11.6443
261.147,11.6443
261.347,11.6443
261.546,11.6443
261.746,11.6443
261.947,11.6443
262.146,11.6442
262.347,11.6442
262.547,11.6442
262.747,11.6442
262.947,11.6442
263.147,11.6442
263.347,11.6442
263.546,11.6442
263.747,11.6442
263.947,11.6442
264.147,11.6442
264.347,11.6442
264.547,11.6442
264.747,11.6442
264.947,11.6441
265.147,11.6441
265.347,11.6441
265.547,11.6441
265.747,11.6441
265.947,11.6441
266.147,11.6441
266.347,11.6441
266.547,11.6441
266.747,11.6441
266.947,11.6441
267.147,11.6441
267.347,11.6441
267.547,11.6441
267.747,11.6441
267.947,11.6441
268.147,11.6441
268.347,11.6441
268.547,11.6441
268.747,11.6441
268.947,11.6441
269.147,11.6441
269.347,11.6441
269.547,11.6441
269.747,11.6441
269.947,11.6441
270.147,11.6441
270.347,11.644
270.547,11.644
270.747,11.644
270.947,11.644
271.147,11.644
271.347,11.644
271.547,11.644
271.747,11.644
271.947,11.644
272.147,11.644
272.347,11.644
272.547,11.644
272.746,11.644
272.947,11.644
273.147,11.6439
273.347,11.6439
273.547,11.6439
273.747,11.6439
273.947,11.6439
274.147,11.6439
274.347,11.6439
274.547,11.6439
274.747,11.6439
274.947,11.6439
275.147,11.6439
275.347,11.6439
275.547,11.6439
275.747,11.6439
275.947,11.6439
276.147,11.6439
276.347,11.6439
276.547,11.6439
276.747,11.6439
276.947,11.6439
277.147,11.6439
277.347,11.6439
277.547,11.6439
277.747,11.6439
277.947,11.6439
278.167,11.6439
278.367,11.6439
278.567,11.6439
278.767,11.644
278.947,11.644
279.167,11.644
279.347,11.644
279.547,11.644
279.747,11.644
279.947,11.644
280.147,11.644
280.347,11.644
280.547,11.644
280.747,11.644
280.947,11.644
281.147,11.644
281.367,11.6441
281.547,11.6441
281.747,11.6441
281.947,11.6441
282.147,11.6441
282.347,11.6441
282.547,11.6441
282.747,11.6441
282.947,11.6441
283.147,11.6441
283.347,11.6441
283.547,11.6441
283.767,11.6441
283.947,11.6441
284.167,11.6441
284.347,11.6441
284.567,11.6441
284.747,11.6441
284.967,11.6441
285.167,11.6441
285.367,11.6441
285.567,11.6442
285.747,11.6442
285.967,11.6442
286.167,11.6442
286.367,11.6442
286.567,11.6442
286.767,11.6442
286.967,11.6442
287.147,11.6442
287.367,11.6443
287.567,11.6443
287.766,11.6443
287.967,11.6443
288.167,11.6443
288.367,11.6443
288.547,11.6443
288.767,11.6443
288.967,11.6443
289.167,11.6443
289.367,11.6443
289.567,11.6443
289.767,11.6443
289.947,11.6443
290.167,11.6443
290.367,11.6443
290.567,11.6443
290.767,11.6443
290.947,11.6443
291.167,11.6443
291.347,11.6443
291.567,11.6443
291.767,11.6443
291.967,11.6443
292.167,11.6443
292.367,11.6443
292.567,11.6443
292.767,11.6443
292.967,11.6443
293.167,11.6444
293.367,11.6444
293.567,11.6444
293.767,11.6444
293.947,11.6444
294.167,11.6444
294.367,11.6444
294.567,11.6444
294.767,11.6444
294.967,11.6444
295.167,11.6444
295.347,11.6444
295.567,11.6444
295.767,11.6444
295.967,11.6444
296.167,11.6444
296.367,11.6444
296.567,11.6444
296.747,11.6444
296.967,11.6444
297.167,11.6444
297.367,11.6444
297.567,11.6444
297.767,11.6444
297.967,11.6444
298.147,11.6444
298.367,11.6444
298.567,11.6444
298.767,11.6444
298.967,11.6444
299.167,11.6444
299.367,11.6444
299.547,11.6444
299.767,11.6444
299.967,11.6444
300.167,11.6444
300.367,11.6444
300.567,11.6444
300.767,11.6444
300.947,11.6444
301.167,11.6444
301.367,11.6444
301.567,11.6444
301.767,11.6444
301.967,11.6444
302.167,11.6444
302.347,11.6444
302.567,11.6444
302.767,11.6444
302.967,11.6444
303.167,11.6444
303.367,11.6444
303.567,11.6444
303.767,11.6444
303.967,11.6444
304.167,11.6444
304.367,11.6444
304.567,11.6444
304.767,11.6444
304.967,11.6444
305.167,11.6444
305.367,11.6444
305.567,11.6444
305.767,11.6444
305.967,11.6444
306.167,11.6444
306.367,11.6444
306.567,11.6444
306.767,11.6444
306.967,11.6444
307.167,11.6444
307.367,11.6444
307.567,11.6444
307.767,11.6444
307.967,11.6444
308.167,11.6444
308.367,11.6444
308.567,11.6444
308.767,11.6444
308.967,11.6444
309.167,11.6444
309.367,11.6444
309.567,11.6444
309.767,11.6444
309.967,11.6444
310.167,11.6444
310.367,11.6444
310.567,11.6444
310.767,11.6444
310.967,11.6444
311.167,11.6444
311.367,11.6444
311.567,11.6444
311.767,11.6444
311.967,11.6444
312.167,11.6444
312.367,11.6445
312.567,11.6445
312.767,11.6445
312.967,11.6445
313.167,11.6445
313.367,11.6445
313.567,11.6445
313.767,11.6445
313.967,11.6445
